,original_text,ground_truth_output
470,"Other than the Automobile Club of Southern California, what other AAA Auto Club chose to simplify the divide?>>>>Another influence is the geographical phrase South of the Tehachapis, which would split the southern region off at the crest of that transverse range, but in that definition, the desert portions of north Los Angeles County and eastern Kern and San Bernardino Counties would be included in the southern California region due to their remoteness from the central valley and interior desert landscape.",1.0
471,"What is the largest ctenophore?>>>>There are two known species, with worldwide distribution in warm, and warm-temperate waters: Cestum veneris (""Venus' girdle"") is among the largest ctenophores – up to 1.5 meters (4.9 ft) long, and can undulate slowly or quite rapidly.",0.0
472,Who directed Stormy Monday?>>>>The 1971 film Get Carter was shot on location in and around Newcastle and offers an opportunity to see what Newcastle looked like in the 1960s and early 1970s.,1.0
473,"Who killed Harold II?>>>>In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings.",0.0
474,"In 1890, who did the university decide to team up with?>>>>In the 1890s, the University of Chicago, fearful that its vast resources would injure smaller schools by drawing away good students, affiliated with several regional colleges and universities: Des Moines College, Kalamazoo College, Butler University, and Stetson University.",0.0
475,"Persistent unemployment has what effect on long-term economic growth?>>>>High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth.",0.0
476,"What gave Priestley the claim to being the first discovered of oxygen?>>>>Oxygen was discovered independently by Carl Wilhelm Scheele, in Uppsala, in 1773 or earlier, and Joseph Priestley in Wiltshire, in 1774, but Priestley is often given priority because his work was published first.",0.0
477,"What might the Amazon forest become if it passes the tipping point and starts to die?>>>>Scientists at the Brazilian National Institute of Amazonian Research argue in the article that this drought response, coupled with the effects of deforestation on regional climate, are pushing the rainforest towards a ""tipping point"" where it would irreversibly start to die.",1.0
478,"In what year did Harvard President Joseph Willard die?>>>>When the Hollis Professor of Divinity David Tappan died in 1803 and the president of Harvard Joseph Willard died a year later, in 1804, a struggle broke out over their replacements.",0.0
479,"The presence or absence of what can be used to determine the relative age of the formations in which they are found?>>>>The principle becomes quite complex, however, given the uncertainties of fossilization, the localization of fossil types due to lateral changes in habitat (facies change in sedimentary strata), and that not all fossils may be found globally at the same time.",1.0
480,"Where were French North Americans settled?>>>>The French population numbered about 75,000 and was heavily concentrated along the St. Lawrence River valley, with some also in Acadia (present-day New Brunswick and parts of Nova Scotia, including Île Royale (present-day Cape Breton Island)).",0.0
481,"What percentage of farmland grows wheat?>>>>More than 50% of this area is sown for wheat, 33% for barley and 7% for oats.",0.0
482,"How much of the population is Hindu?>>>>The upper part of Kenya's Eastern Region is home to 10% of the country's Muslims, where they constitute the majority religious group.",1.0
483,"What did Kublai do to prevent famines?>>>>Among Kublai Khan's top engineers and scientists was the astronomer Guo Shoujing, who was tasked with many public works projects and helped the Yuan reform the lunisolar calendar to provide an accuracy of 365.2425 days of the year, which was only 26 seconds off the modern Gregorian calendar's measurement.",1.0
484,"What problems did the Yuan dynasty have near its end?>>>>In time, Kublai Khan's successors lost all influence on other Mongol lands across Asia, while the Mongols beyond the Middle Kingdom saw them as too Chinese.",1.0
485,"Besides Confucianism, Buddhism, and Islam, what religions were tolerated during the Yuan?>>>>Buddhism (especially Tibetan Buddhism) flourished, although Taoism endured certain persecutions in favor of Buddhism from the Yuan government.",1.0
486,Where did ITV Tyne Tees move in 2005?>>>>In 2005 it moved to a new facility on The Watermark business park next to the MetroCentre in Gateshead.,0.0
487,"Where was the location of the 2003 Rose revolution?>>>>It has been used in many nonviolent resistance movements in India (Gandhi's campaigns for independence from the British Empire), in Czechoslovakia's Velvet Revolution and in East Germany to oust their communist governments, In South Africa in the fight against apartheid, in the American Civil Rights Movement, in the Singing Revolution to bring independence to the Baltic countries from the Soviet Union, recently with the 2003 Rose Revolution in Georgia and the 2004 Orange Revolution in Ukraine, among other various movements worldwide.",0.0
488,"What percent of the global assets in 2000 were owned by just 1% of adults?>>>>A January 2014 report by Oxfam claims that the 85 wealthiest individuals in the world have a combined wealth equal to that of the bottom 50% of the world's population, or about 3.5 billion people.",1.0
489,"What was the Yuan dynasty called in Mongolian?>>>>The Yuan dynasty is also known as the ""Mongol dynasty"" or ""Mongol Dynasty of China"", similar to the names ""Manchu dynasty"" or ""Manchu Dynasty of China"" for the Qing dynasty.",1.0
490,In what year did Harvard win an Intercolleiate Sailing Association National Championship?>>>>Harvard also won the Intercollegiate Sailing Association National Championships in 2003.,0.0
491,"When the recovery between the widening gap between the richest citizens and rest of the nation slow?>>>>To partially remedy the wealth gap and the resulting slow growth, S&P recommended increasing access to education.",1.0
492,"How many touchdowns did Newton get in the 2015 season?>>>>The Panthers backfield featured Pro Bowl running back Jonathan Stewart, who led the team with 989 rushing yards and six touchdowns in 13 games, along with Pro Bowl fullback Mike Tolbert, who rushed for 256 yards and caught 18 passes for another 154 yards.",1.0
493,"Where did von Lettow surrender at?>>>>Lt Col Paul von Lettow-Vorbeck took command of the German military forces, determined to tie down as many British resources as possible.",1.0
494,"What is the main goal of criminal punishment of civil disobedients?>>>>Brownlee argues, ""Bringing in deterrence at the level of justification detracts from the law’s engagement in a moral dialogue with the offender as a rational person because it focuses attention on the threat of punishment and not the moral reasons to follow this law.""",1.0
495,"School desegregation in the United States led to an increased number of students of what ethnicity in public schools?>>>>In much of the U.S. South, many white students migrated to the academies, while public schools became in turn more heavily concentrated with African-American students (see List of private schools in Mississippi).",0.0
496,"What part of the Rhine flows west at Katwijk?>>>>From Wijk bij Duurstede, the old north branch of the Rhine is called Kromme Rijn (""Bent Rhine"") past Utrecht, first Leidse Rijn (""Rhine of Leiden"") and then, Oude Rijn (""Old Rhine"").",0.0
497,"the Great Internet Mersenne Prime Search, what was the prize for finding a prime with at least 10 million digits?>>>>Some of the largest primes not known to have any particular form (that is, no simple formula such as that of Mersenne primes) have been found by taking a piece of semi-random binary data, converting it to a number n, multiplying it by 256k for some positive integer k, and searching for possible primes within the interval [256kn + 1, 256k(n + 1)",1.0
498,"What sorts of items are displayed in the Esteve Pharmacy museum?>>>>The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs.",0.0
499,"What was the name given to the regions in which the pro - slavery southerners lived?>>>>Subsequently, Californios (dissatisfied with inequitable taxes and land laws) and pro-slavery southerners in the lightly populated ""Cow Counties"" of southern California attempted three times in the 1850s to achieve a separate statehood or territorial status separate from Northern California.",0.0
500,"What is a hermaphrodite?>>>>Some are simultaneous hermaphrodites, which can produce both eggs and sperm at the same time.",1.0
501,"What did the civil war leave the state of Afghanistan's economy in?>>>>In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth.",0.0
502,Who was the Most Valuable Player of Super Bowl 50?>>>>The Broncos took an early lead in Super Bowl 50 and never trailed.,1.0
503,"What equation desribed the physics of force before the current Schrodinger equation?>>>>The notion ""force"" keeps its meaning in quantum mechanics, though one is now dealing with operators instead of classical variables and though the physics is now described by the Schrödinger equation instead of Newtonian equations.",0.0
504,"What is the duration of Harvard Academic year?>>>>Moreover, the honors of ""John Harvard Scholar"" and ""Harvard College Scholar"" will now be given only to the top 5 percent and the next 5 percent of each class.",1.0
505,"The restriction modification system is used by bacteria for protection from what pathogens?>>>>Prokaryotes also possess acquired immunity, through a system that uses CRISPR sequences to retain fragments of the genomes of phage that they have come into contact with in the past, which allows them to block virus replication through a form of RNA interference.",1.0
506,"Who is given credit for discovering geoglyphs along the Amazon River?>>>>The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.",1.0
507,"How many cylinders does the Energiprojekt AB engine have?>>>>It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx.",0.0
508,"What rate of unionization do Scandinavian nations have?>>>>Sociologist Jake Rosenfield of the University of Washington asserts that the decline of organized labor in the United States has played a more significant role in expanding the income gap than technological changes and globalization, which were also experienced by other industrialized nations that didn't experience steep surges in inequality.",1.0
509,"What is a trait of sequential hermaphrodites?>>>>Most species are hermaphrodites—a single animal can produce both eggs and sperm, meaning it can fertilize its own egg, not needing a mate.",1.0
510,"Name a larger car that Toyota came up with as buyers lamented the small sized compacts?>>>>Some buyers lamented the small size of the first Japanese compacts, and both Toyota and Nissan (then known as Datsun) introduced larger cars such as the Toyota Corona Mark II, the Toyota Cressida, the Mazda 616 and Datsun 810, which added passenger space and amenities such as air conditioning, power steering, AM-FM radios, and even power windows and central locking without increasing the price of the vehicle.",0.0
511,How many legions in five bases were along the Rhine by the Romans?>>>>The Romans kept eight legions in five bases along the Rhine.,0.0
512,"What did CBS provide of the Super Bowl 50 broadcast for its website, some apps and media players?>>>>Due to Verizon Communications exclusivity, streaming on smartphones was only provided to Verizon Wireless customers via the NFL Mobile service.",1.0
513,What is the universal band that digital recievers will receive free to air channels on?>>>>Provided is a universal Ku band LNB (9.75/10.600 GHz) which is fitted at the end of the dish and pointed at the correct satellite constellation; most digital receivers will receive the free to air channels.,0.0
514,What food bacteria is an example of intracellular pathogenesis?>>>>An evasion strategy used by several pathogens to avoid the innate immune system is to hide within the cells of their host (also called intracellular pathogenesis).,1.0
515,"How much time was left in the game when Denver took the score to 24-10?>>>>With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9.",1.0
516,"Who did Alexander I marry?>>>>King David I of Scotland, whose elder brother Alexander I had married Sybilla of Normandy, was instrumental in introducing Normans and Norman culture to Scotland, part of the process some scholars call the ""Davidian Revolution"".",0.0
517,"What did Kllbrandon's report in 1973 recommend establishing?>>>>Suggestions for a 'devolved' Parliament were made before 1914, but were shelved due to the outbreak of the First World War.",1.0
518,"What success did Abercrombie gain out of the defeat at Carillon?>>>>The third invasion was stopped with the improbable French victory in the Battle of Carillon, in which 3,600 Frenchmen famously and decisively defeated Abercrombie's force of 18,000 regulars, militia and Native American allies outside the fort the French called Carillon and the British called Ticonderoga.",1.0
519,"What led to the production of tea paraphernalia such as china and caddies during the Georgian period?>>>>In the Victorian era new technology and machinery had a significant effect on manufacturing, and for the first time since the reformation, the Anglican and Roman Catholic Churches had a major effect on art and design such as the Gothic Revival.",1.0
520,"Which Doctor Who show was the largest simulcast of a TV drama?>>>>The programme is listed in Guinness World Records as the longest-running science fiction television show in the world, the ""most successful"" science fiction series of all time—based on its over-all broadcast ratings, DVD and book sales, and iTunes traffic— and for the largest ever simulcast of a TV drama with its 50th anniversary special.",0.0
521,This was the first time that the Carolina team faced what in the post season?>>>>The score marked the first time in the entire postseason that Carolina was facing a deficit.,0.0
522,How many major bus stations are in the city of Newcastle?>>>>There are two major bus stations in the city: Haymarket bus station and Eldon Square bus station.,0.0
523,"Why is using O2 instead of CO2 less efficient?>>>>Rubisco cannot distinguish between oxygen and carbon dioxide very well, so it can accidentally add O2 instead of CO2 to RuBP.",1.0
524,"What types of preparation do pharmacists have?>>>>Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice.",1.0
525,"Which Doctors were featured in The Four Doctors?>>>>Additionally, multiple Doctors have returned in new adventures together in audio dramas based on the series.",1.0
526,"What is the name of the program that provides contracting work to local companies?>>>>For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl.",0.0
527,"Who can be in the Victorian cabinet?>>>>The Premier is the public face of government and, with cabinet, sets the legislative and political agenda.",1.0
528,"Name one way the Plowshares organization temporarily close GCSB Waihopai?>>>>Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table.""",1.0
529,"Where did Tesla go to feed the pigeons daily?>>>>Tesla spent over $2,000, including building a device that comfortably supported her so her bones could heal, to fix her broken wing and leg.",1.0
530,"With which museum does the V&A co-owns Canova's The Three Graces?>>>>The collection of Italian, Medieval, Renaissance, Baroque and Neoclassical sculpture (both original and in cast form) is unequalled outside of Italy.",1.0
531,"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?>>>>Over time, wealth condensation can significantly contribute to the persistence of inequality within society.",1.0
532,"By which year did Chrysler ended its full sized luxury model?>>>>By 1979, virtually all ""full-size"" American cars had shrunk, featuring smaller engines and smaller outside dimensions.",1.0
533,"What are ABC's current daytime talk shows?>>>>ABC's daytime schedule currently features talk shows The View and The Chew, and the soap opera General Hospital, the latter of which is the longest-running entertainment program in the history of the ABC television network, having aired since 1963.",0.0
534,"How much rain per year does Fresno get on average?>>>>Average annual precipitation is around 11.5 inches (292.1 mm), which, by definition, would classify the area as a semidesert.",0.0
535,"When did the merger between ABC and Capital Cities gain federal approval?>>>>The merger between ABC and Capital Cities received federal approval on September 5, 1985.",0.0
536,"What is Luther's thought about the extent of his church?>>>>Luther's thought is revolutionary to the extent that it is a theology of the cross, the negation of every affirmation: as long as the cross is at the center, the system building tendency of reason is held in check, and system building does not degenerate into System.",0.0
537,"What type of arts flourished in the Yuan?>>>>One of the important cultural developments during the Yuan era was the consolidation of poetry, painting, and calligraphy into a unified piece of the type that tends to come to mind when people think of classical Chinese art.",1.0
538,"What are those with lower incomes often unable to manage?>>>>If the state does not provide these services, then for those on lower incomes, the costs must be borrowed and often those on lower incomes are those who are worse equipped to manage their finances.",0.0
539,"In what city is the last Huguenot congregation in the US?>>>>The Society has chapters in numerous states, with the one in Texas being the largest.",1.0
540,"In what year did the university first see a drop in applications?>>>>In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood.",0.0
541,"In a 4-cylinder compound engine, what degree were the individual pistons balanced at?>>>>In one case (the first type of Vauclain compound), the pistons worked in the same phase driving a common crosshead and crank, again set at 90° as for a two-cylinder engine.",1.0
542,"On where are most tourist attractions focused in Victoria?>>>>Major events also play a big part in tourism in Victoria, particularly cultural tourism and sports tourism.",1.0
543,How many soldiers were in each Tumen?>>>>Many Han Chinese and Khitan defected to the Mongols to fight against the Jin.,1.0
544,How large are Cytoplasmic ribosomes?>>>>Chloroplast ribosomes are about two-thirds the size of cytoplasmic ribosomes (around 17 nm vs 25 nm).,0.0
545,"What injury did the Carolina Panthers lose Kelvin Benjamin to during their preseason?>>>>Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers.",1.0
546,"Who did the Broncos tie with the most sacks in a Super Bowl?>>>>Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",1.0
547,"How many people were lost in Algiers during 1620-21?>>>>Algiers lost 30 to 50 thousand inhabitants to it in 1620–21, and again in 1654–57, 1665, 1691, and 1740–42.",0.0
548,"What was the final score for Super Bowl XXXIII?>>>>The Broncos last wore matching white jerseys and pants in the Super Bowl in Super Bowl XXXIII, Elway's last game as Denver QB, when they defeated the Atlanta Falcons 34–19.",0.0
549,"What type of surnames is their a strong presence of?>>>>There is a strong presence of Border Reiver surnames, such as Armstrong, Charlton, Elliot, Johnstone, Kerr, Hall, Nixon, Little and Robson.",0.0
550,"What did vBNS do>>>>links on an all OC-12c backbone, a substantial engineering feat for that time.",1.0
551,"Which state has the largest number of members?>>>>At the time of its formation, the UMC had about 11 million members in nearly 42,000 congregations.",1.0
552,"Vendobionta lived during which period?>>>>They suggested that Stromatoveris was an evolutionary ""aunt"" of ctenophores, and that ctenophores originated from sessile animals whose descendants became swimmers and changed the cilia from a feeding mechanism to a propulsion system.",1.0
553,"What event was blamed on the introduction of mnemiopsis into The Black Sea?>>>>One ctenophore, Mnemiopsis, has accidentally been introduced into the Black Sea, where it is blamed for causing fish stocks to collapse by eating both fish larvae and organisms that would otherwise have fed the fish.",0.0
554,"Where is the upper canal regulation of the Rhine?>>>>A regulation of the Rhine was called for, with an upper canal near Diepoldsau and a lower canal at Fußach, in order to counteract the constant flooding and strong sedimentation in the western Rhine Delta.",0.0
555,What act sets forth the functions of the Scottish Parliament?>>>>Another of the roles of the Parliament is to hold the Scottish Government to account.,1.0
556,Who said chloroplasts are similar to cyanobacteria?>>>>This origin of chloroplasts was first suggested by the Russian biologist Konstantin Mereschkowski in 1905 after Andreas Schimper observed in 1883 that chloroplasts closely resemble cyanobacteria.,0.0
557,"What does the euplokamis use the three types of movement for?>>>>The tentilla of Euplokamis differ significantly from those of other cydippids: they contain striated muscle, a cell type otherwise unknown in the phylum Ctenophora; and they are coiled when relaxed, while the tentilla of all other known ctenophores elongate when relaxed.",1.0
558,"2011-12 saw ABC drop to 4th in ratings among what important demographic?>>>>On April 14, 2011, ABC canceled the long-running soap operas All My Children and One Life to Live after 41 and 43 years on the air, respectively (following backlash from fans, ABC sold the rights to both shows to Prospect Park, which eventually revived the soaps on Hulu for one additional season in 2013 and with both companies suing one another for allegations of interference with the process of reviving the shows, failure to pay licensing fees and issues over ABC's use of certain characters from One Live to Live on General Hospital during the transition).",1.0
559,"What advancements besides military technology did Europe achieve?>>>>European chemists made deadly explosives that could be used in combat, and with innovations in machinery they were able to manufacture improved firearms.",1.0
560,"What are chares?>>>>Narrow alleys or 'chares', most of which can only be traversed by foot, still exist in abundance, particularly around the riverside.",0.0
561,"What was the catalyst that created greater interest in renewable resources?>>>>There is criticism that American energy policies since the crisis have been dominated by crisis-mentality thinking, promoting expensive quick fixes and single-shot solutions that ignore market and technology realities.",1.0
562,"How often do trains journey to King's Cross?>>>>Train operator Virgin Trains East Coast provides a half-hourly frequency of trains to London King's Cross, with a journey time of about three hours, these services call at Durham, Darlington, York, Doncaster, Newark North Gate and Peterborough and north to Scotland with all trains calling at Edinburgh and a small number of trains extended to Glasgow, Aberdeen and Inverness.",0.0
563,"Scottish or Irish describe the type of what people in Newcastle have?>>>>There are also estimated to be between 500 and 2,000 Bolivians in Newcastle, forming up to 1% of the population—the largest such percentage of any UK city.",1.0
564,How many affiliated stations does ABC currently have?>>>>The television network has eight owned-and-operated and over 232 affiliated television stations throughout the United States and its territories.,0.0
565,"What perk did religious leaders, teachers, and doctors get in the Mongol Empire?>>>>The Mongol Empire practiced religious tolerance because Mongol tradition had long held that religion was a personal concept, and not subject to law or interference.[citation needed]",1.0
566,"What building materials were used to build the main façade?>>>>The main façade, built from red brick and Portland stone, stretches 720 feet (220 m) along Cromwell Gardens and was designed by Aston Webb after winning a competition in 1891 to extend the museum.",0.0
567,What color was used to emphasize the 50th anniversary of the Super Bowl?>>>>Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,1.0
568,"Who was yersinia pestis named for?>>>>The investigation of the pathogen that caused the 19th-century plague was begun by teams of scientists who visited Hong Kong in 1894, among whom was the French-Swiss bacteriologist Alexandre Yersin, after whom the pathogen was named Yersinia pestis.",0.0
569,Which canal was dug in France to carry Rhine's water?>>>>The Upper Rhine region was changed significantly by a Rhine straightening program in the 19th Century.,1.0
570,"When did BSkyB launch it's HDTV service?>>>>BSkyB launched its HDTV service, Sky+ HD, on 22 May 2006.",0.0
571,"What is the scale used to measure the strength of hurricanes called?>>>>The city has only received one direct hit from a hurricane since 1871; however, Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen times due to storms crossing the state from the Gulf of Mexico to the Atlantic Ocean, or passing to the north or south in the Atlantic and brushing past the area.",1.0
572,"How many days was the 1996 film shown ahead of the BBC showing?>>>>Finally, the 1996 television film premièred on 12 May 1996 on CITV in Edmonton, Canada, 15 days before the BBC One showing, and two days before it aired on Fox in the United States.[citation needed]",0.0
573,What was the age difference between Newton and Manning in Super Bowl 50?>>>>This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes.,1.0
574,"When was Europe fully forested and recovered from the last Ice Age?>>>>By 9000 BP, Europe was fully forested.",0.0
575,What did Stephen Kemble guide the Theatre Royal through?>>>>Stephen Kemble guided the theatre through many celebrated seasons.,0.0
576,"What company did Eisner become president of when he left ABC in 1976?>>>>Eisner left ABC in 1976 to become president of Paramount Pictures (and would later become the President of ABC's eventual parent company, Disney).",0.0
577,"What has successfully dealt with ozone depletion?>>>>In case of the Ozone depletion global regulation based on the Montreal Protocol has been successful, in case of Climate Change, the Kyoto Protocol failed.",0.0
578,"When did the black death technically subside?>>>>An outbreak in 1471 took as much as 10–15% of the population, while the death rate of the plague of 1479–80 could have been as high as 20%.",1.0
579,US is concerned about confrontation of the Middle East with which other country?>>>>The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.,0.0
580,"Who notably improved the Savery water pump?>>>>Bento de Moura Portugal introduced an ingenious improvement of Savery's construction ""to render it capable of working itself"", as described by John Smeaton in the Philosophical Transactions published in 1751.",0.0
581,What hotel did the Panthers stay in during Super Bowl 50?>>>>The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott.,0.0
582,"What did Sir Charles Parsons invent?>>>>Other notable people born in or associated with Newcastle include: engineer and industrialist Lord Armstrong, engineer and father of the modern steam railways George Stephenson, his son, also an engineer, Robert Stephenson, engineer and inventor of the steam turbine Sir Charles Parsons, inventor of the incandescent light bulb Sir Joseph Swan, modernist poet Basil Bunting, and Lord Chief Justice Peter Taylor.",0.0
583,"Where do thrust faults form?>>>>Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault.",1.0
584,"How did Luther smuggle 12 nuns out of a convent during the rebellion?>>>>At the time of their marriage, Katharina was 26 years old and Luther was 41 years old.",1.0
585,"What is the Scottish Parliament currently in the fourth of?>>>>The current Subject Committees in the fourth Session are: Economy, Energy and Tourism; Education and Culture; Health and Sport; Justice; Local Government and Regeneration; Rural Affairs, Climate Change and Environment; Welfare Reform; and Infrastructure and Capital Investment.",0.0
586,"Which group seeks to reconceive and promote Biblical holiness in today's church?>>>>The UMC is also a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church.",0.0
587,"Of what form do Fermat numbers take?>>>>However, the very next Fermat number 232 + 1 is composite (one of its prime factors is 641), as Euler discovered later, and in fact no further Fermat numbers are known to be prime.",1.0
588,What earlier market did the Grainger Market replace?>>>>The Grainger Market replaced an earlier market originally built in 1808 called the Butcher Market.,0.0
589,"What was the eventual final goal of the Apollo projects?>>>>Possible missions included ferrying crews to a space station, circumlunar flights, and eventual manned lunar landings.",0.0
590,"What mainline station is to the east of the city center?>>>>The city's other mainline station, Manors, is to the east of the city centre.",0.0
591,"What team did Justin Tucker play for?>>>>NFL and Atlanta Braves field director Ed Mangan stated that the field was in ""great shape"" for gameday.",1.0
592,"The Talbot Hughes collection was a gift from which company?>>>>One of the first significant gifts of costume came in 1913 when the V&A received the Talbot Hughes collection containing 1,442 costumes and items as a gift from Harrods following its display at the nearby department store.",0.0
593,"What did Graham Twigg publish in 1984?>>>>The plague theory was first significantly challenged by the work of British bacteriologist J. F. D. Shrewsbury in 1970, who noted that the reported rates of mortality in rural areas during the 14th-century pandemic were inconsistent with the modern bubonic plague, leading him to conclude that contemporary accounts were exaggerations.",1.0
594,"Where was Super Bowl 50 held?>>>>The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.0
595,"What profession was Nathan Alterman?>>>>Nathan Alterman, the Israeli poet, was born in Warsaw, as was Moshe Vilenski, the Israeli composer, lyricist, and pianist, who studied music at the Warsaw Conservatory.",0.0
596,"What was the result of the 2007 election?>>>>With International Criminal Court trial dates in 2013 for both President Kenyatta and Deputy President William Ruto related to the 2007 election aftermath, US President Barack Obama chose not to visit the country during his mid-2013 African trip.",0.0
597,"How do chloroplasts trigger the plant's immune system?>>>>Plants have two main immune responses—the hypersensitive response, in which infected cells seal themselves off and undergo programmed cell death, and systemic acquired resistance, where infected cells release signals warning the rest of the plant of a pathogen's presence.",1.0
598,"How man volumes does the The University of Chicago Library system hold?>>>>The university's main library is the Regenstein Library, which contains one of the largest collections of print volumes in the United States.",1.0
599,"What is the name of the quarterback who was 38 in Super Bowl XXXIII?>>>>The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager.",0.0
600,"How many men were in Robert's army?>>>>After allying himself with Croatia and the Catholic cities of Dalmatia, in 1081 he led an army of 30,000 men in 300 ships landing on the southern shores of Albania, capturing Valona, Kanina, Jericho (Orikumi), and reaching Butrint after numerous pillages.",0.0
601,"What day was Super Bowl 50 media day switched to?>>>>The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night.",0.0
602,"Where are the Harvard medical, Dental and school of Public Health located?>>>>The Harvard Medical School, Harvard School of Dental Medicine, and the Harvard School of Public Health are located on a 21-acre (8.5 ha)",1.0
603,There is a public database of epitopes for pathogens known to be recognizable by what cells?>>>>A publicly accessible database has been established for the cataloguing of epitopes from pathogens known to be recognizable by B cells.,0.0
604,"What is the annual construction industry revenue in 2014?>>>>In the United States, approximately 828,000 women were employed in the construction industry as of 2011.",1.0
605,"What additional membranes do secondary chloroplasts have?>>>>While primary chloroplasts have a double membrane from their cyanobacterial ancestor, secondary chloroplasts have additional membranes outside of the original two, as a result of the secondary endosymbiotic event, when a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it—much like the cyanobacterium at the beginning of this story.",1.0
606,"In the 1980s what was the population of the amazon region?>>>>For a long time, it was thought that the Amazon rainforest was only ever sparsely populated, as it was impossible to sustain a large population through agriculture given the poor soil.",1.0
607,"Which canal was dug in France to carry Rhine's water?>>>>On the French side, the Grand Canal d'Alsace was dug, which carries a significant part of the river water, and all of the traffic.",0.0
608,What does Kuznets' curve predict about income inequality given time?>>>>Kuznets' curve predicts that income inequality will eventually decrease given time.,0.0
609,"What pushed up the Pyrenees?>>>>Several microplates were caught in the squeeze and rotated or were pushed laterally, generating the individual features of Mediterranean geography: Iberia pushed up the Pyrenees; Italy, the Alps, and Anatolia, moving west, the mountains of Greece and the islands.",0.0
610,"Who sold the Upper Rhine to Burgundy?>>>>The mouths of the Rhine, in the county of Holland, fell to the Burgundian Netherlands in the 15th century; Holland remained contentious territory throughout the European wars of religion and the eventual collapse of the Holy Roman Empire, when the length of the Rhine fell to the First French Empire and its client states.",1.0
611,"When Iqbal promoted ideas of greater Islamic political unity, what did he encourage ending?>>>>Iqbal expressed fears that not only would secularism and secular nationalism weaken the spiritual foundations of Islam and Muslim society, but that India's Hindu-majority population would crowd out Muslim heritage, culture and political influence.",1.0
612,Who besides Woodrow Wilson himself had the idea for the inquiry?>>>>The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference.,0.0
613,"When was the last time San Francisco hosted a Super Bowl?>>>>The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers.",0.0
614,"Where do a majority of consultant pharmacists tend to work?>>>>Consultant pharmacists most typically work in nursing homes, but are increasingly branching into other institutions and non-institutional settings.",0.0
615,How long ago did primates inhabit Kenya?>>>>Fossils found in Kenya suggest that primates roamed the area more than 20 million years ago.,0.0
616,"How do socialists think the means of production should be owned?>>>>Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock.",1.0
617,"When did delegates to the World Methodist Council vote to adopt the joint Declaration on the Doctrine of Justification?"">>>>It is also active in the World Methodist Council, an interdenominational group composed of various churches in the tradition of John Wesley to promote the Gospel throughout the world.",1.0
618,Who confirmed Watt's discovery of latent heat?>>>>Watt was also aware of the change in the boiling point of water with pressure.,1.0
